unique_post_id,content,is_starter,A3_stress,A3_anxiety,A3_depression
412189298,رفتم گفت باید زایمان کنی بعد دارو بخوری رو مغز جنین تاثیر می گذاره وگرنه,False,2,2,1
413792205,"اگه عادت به تنها موندن تو خونه نداری
اگه می ترسی شب تنها بمونی
اگه دوست داری همه ی مناسبت های مهم سال همسرت پیشت باشه
اگه حساسی روی راحتی با خانم ها تو محیط کاری همسرت و قراره هی بره رو مخت این قضیه
صادقانه می گم قبول نکن
همسر من کادر درمانه
مواردی که گفتم من رو اذیت نمیکنه
و کنار هم حالمون خوبه",False,1,1,1
318323892,اگه همه مشکلات یه شبه حل شه...دیگه انسانی که معنای درد رو نفهمیده..نمیتونه قدر خوشبختی رو بدونه....سلامتی نعمته چون مریضی هست وقتی مریضی نباشه دیگه سلامتی نعمت نیست!,False,1,1,1
404921583,"دقیق یادمنیست اسمش انگلیسی بود دکتر میگفت یکیش محرک تخمک گذاریه یکیش محرک آزاد سازی اسمشو نمیدونم
نگران نباش من بعد باردار شدنم حیف روزایی رو میخوردم که با گریه سر کرده بودم به خدا توکل کن",False,4,4,4
379830024,من ۱۴هفته داشتم خب طبیعتن درد زیادی کشیدم برای شما درد داره ولی خیلی کمتر در حد پریودی,False,5,2,1
355575937,منم بی بی مثبت میشد حتی بتا مشکوک اما باردار نبودم پریود میشدم اصلا به بی بی اعتمادی نیست خیلی ها براشون الکی مثبت میشه,False,2,2,1
390654104,پریودی من ۳.۴ روزس من روز ۵رابطه داشتم خونریزی تداشتم در حدی که برم دستشویی یکمی بیاد,False,2,3,1
thread_17729577_starter,همین طور روز شب ،پشت هم,True,1,1,1
thread_11186657_saeede7598_1402/03/06 20:47,نرو بابا...از اولین روز پریود هشت هفته که شد بعد برو سونو با خیال راحت ببینش صدا قلبش هم بشنوی بعد برو زیر نظر دکتر...الان اصلا با دکتر صحبتم نکن حتی فقط بهت استرس بیخود میدن,False,1,1,1
thread_16026496_starter,"یا داره وقت میگذرونه میگه اگه نشه عذاب وجدان میگیرم میترسم من شرایط ندارم فلان
چرااین حرفارو میزنه میخاد خودم برم؟؟!!",True,6,7,3
362297506,"کل هفته روز شماری می کنم برای جمعه که بخوالم
جمعه ۶ صبح منو بیدار می کنه چای بده میخوام برم",False,4,2,3
thread_6530624_fh137275_1400/03/02 01:03,ویتامین دی همراه با ناهار. کلسیم بعدازظهر. قرص اهن هم قبل ازخواب,False,1,1,1
360909082,دردش مثل زایمانه میگیره ول میکنه میگیره ول میکنه بعدشم خونریزی داری مگ برا سقط نمبخای؟,False,2,1,1
260176135,زدن یه همچین عنوانی واسه حیوان خانگی واقعا درست نیست آدم میبینه چهارستون بدنش میلرزه,False,4,6,1
346726629,"هم به یونانی هم به فرانسوی میشه آسمان
ریشه ترکی ام داره",False,1,1,1
412877698,نه نمیندازه.کرم سایه تمیندازه,False,1,1,1
353725776,واقعا؟ چرا؟ دکترم گفت سر ساعت ۸‌. همه قرصام با شام و ناهاره اینو گفت سر ساعت باید بخوری‌‌.,False,2,3,1
409253955,"خدارو شکر عزیزم
حالا این هفته برم سونو و جوابو ببرم واسه دکتر ببینم چی میشه",False,2,3,1
405157574,عزیزم میدونم درکت میکنم .الان مشکل نگهداری داری یا مالی؟,False,1,1,1
400316145,"عزیزم چقد فاصله دادی برای بچه دوم
منم همش نگران اینم فاصله سنی بچه هام زیاد باشه از طرفی هم شرایط بچه دوم ندارم🥲",False,5,6,3
411722572,"نمی تونم  این اول
دوم اینکه مثلا فقط این یه نفر نیست که شوهر پولدار داه و لایقش نیست
تعدادشون خیلی زیاده
من هیچ کاری از دستم بر نمیاد!!!",False,6,3,6
thread_11418445_sahar11112222_1402/04/05 22:57,"شما ها با کی درد و دل میکنید ؟ بعدا عذاب وجدان ندارید؟
من معمولا با خدا حرف میزنم",False,3,3,3
413176780,اآقا ی راهنمایی هم نمیشه بکنید😐,False,3,2,1
347667629,"همه رو تجربه کردم ..
چند سال دیگه میفهمی چی میگم ...
که اون دانش آموز روستایی با کتاب خالی رتبه اول کنکور میشه",False,1,1,1
409651712,حس شیشمت قویه؟,False,1,1,1
410952580,"ینی ۴ ماهگی؟
چجوری اسی ۳ ماهه فهمیده جنسیت رو؟",False,1,2,1
345829845,"قربونت
مراقب خودت و اون فرشته باش",False,1,1,1
381283618,طبیعی یکی دو روز عقب جلو داره، منم سر دخترم زده بود ۲۱شهریور اما از هفدهم دردام کم کم شروع شد ۱۹شهریور هم زایمان کردم,False,1,1,1
260997732,آره خوندم تو نت فقط این عذاب دفع لخته خیلی سخته خیلی درد داره خواستم ببینم کسی مثل من بوده,False,5,2,2
384503719,هیچی نیست الکی خودتو نگران نکن....تا زایمان باید هر هفته بری بهداشت صدای قلبشو چک کنن,False,1,1,1
355974987,آره میتونی بگی این چیکار کنه,False,1,1,1
thread_15792508_starter,سلام من امروز آزمایش خون غربالگری اولمو گرفتم سونو همه چی اوکی بود ولی تو ازمایش سندروم داون رو نوشته مثبت .عددشو نوشته ۱ به ۶۸ .الان هم دم عیده نمیدونم چیکار کنم خیلی نگرانم کلی گریه کردم دست و پام بی حس شدن عدد بتام ۷۶ زده کسی مثل من بوده؟؟؟چیکار باید بکنم الان خدای من,True,9,10,6
312484467,سعی کن روزانه بریزی خوب,False,1,1,1
362941413,تب که ضرر داره برو دکتر,False,1,1,1
thread_13079632_sshabnaam_1402/12/01 14:00,وای اختیارش دست خودشه نه پسر مردم,False,1,1,1
thread_18139739_starter,من دو کیلو می تونم بیشتر کم نمی شه چرا ؟,True,3,2,2
thread_18143955_starter,از سایت کیان اکسسوری که اینهمه تو اینستاگرام و سایتش معروف بود و چند تا شعبه داره تو ایران یه گردنبند سفارش دادم. قرار بود با پست تا 3 الی 6 روز به دستم برسونن و هزینه پست هم 100 تومن از همون اول گرفتن. الان روز هشتم و هنوز هیچ خبری از سفارشم نیست. نه زنگ میزنم جواب میدن نه پیام میدم جواب میدن هیچی...نه میتونم پیگیری کنم نه سفارشمو بگیرم نه پولمو برمیگردونن. من چیکار کنم بنظرتون؟ واقعاً کلاهبرداری بوده؟ برای شما هم پیش اومده؟,True,6,6,2
355608491,نه من بواسیر دارم زیاد پیشرفته نیست ولی از مال شما ندارم,False,1,1,1
thread_7188582_jila1375_1400/06/13 20:04,"ای جان....
حالا رو نی نی تاثیر داشت؟",False,2,3,1
378655316,اخرین دعواموون 4 روز اومدم خونه پدرم قرلر شد دیگه با اون رفیقش رابطه نداشته باشه حتی دست رو قران گزاشت روز سیزده بدر دیدم این رفیقش دباره زنگ زد دعوا راه انداختم با مشت زد تو سرم انقدر سرم درد گرفته بود تا چند ساعت هنگ بودم با خدم گفتم حتما اوون نبوده وگرنه من نمیزد من دوست داره به خاطر یع رفیق اینطوری با من رفتارر نمیکنه,False,9,7,6
thread_6698397_roooooyaaa_1400/03/29 00:32,وای خوشبحالتون پس کی نوبت من میشه🥺🥺🥺,False,2,3,4
thread_14936228_starter,"از بیرون اومدم به زور از پله ها بالا میومدم
شوهر همسایمون پرستاره شیفتش تازه تموم شده بود منو که دید پرسید باز کلیه ات درد گرفته؟گفتم آره
و اومدم داخل
خانومش زنگ زد گفت کسی پیشته گفتم نه
گفت خیلی درد داری گفتم آره مسکنم تموم کردم زنگ زدم بیارن برام گفت بذار بیام پایین پیشت پس گفتم نیازی نیست و ....
یهو بعد پنج دقیقه اومد پایین یه بسته قرص و شیاف همراهش بود گفت حتما استفاده کن حالتم بد شد اول به خودم بگو🥺
فداش بشم من پنج ماهه بارداره خودش دو تا بچه کوچیکم داره
همه همسایه هامون اینطورین
من خودم بچه غرب کشورم جنوب زندگی میکنم مردمش خیلی خونگرم و مهربونن🥺
خدا حفظشون کنه",True,3,2,1
401854789,"مرسی
حتما امتحان میکنم",False,1,1,1
thread_18139910_starter,"کسی میبینید هدفش پزشکی همه میریزید  سرش پزشکی خوب نیس پشیمون میشی
عزیزان هررشته ای بگیری واقعا سخته تا سختی نکشی به اون جایگاه ودرامد واینا نمیرسی
همه هم گیر دادین برید دندان، درسته دندان رشته تاپ وعالیع ولی خوب اینم درنظر بگیر اونم 6 ساله، دوسال طرح داره، هزینه مطب زدن با توجه به الان به شدت سرمایع زیادی میخواد،، هرکسی واقعا توانشو نداره یا سرمایشو نداره،، شغل فرسایشی بعدا گردن ودیسک واینام هست
باید امتیاز جمع کنی تا توشهر های بزرگ بزارن مطب بزنی.. ولی در نهایت اگه همه اینا بزاریم کنار واقعا رشته تاپیه وعالیه
وهمچنین پزشکی، پزشکی هم باید تخصص خوبی بگیری ووقتی هم بگیری واقعا رشته تاپ وعالیه واینده داره، یه پزشک همیشه نیاز جامعس
همه رشته ها تا خون گریه نکنی وسختی نکشی هیچ وقت تاپ نمیشی
هر رشته ای صدتو براش بزاری قطعا درخشان میشی
من دایممم دندانپزشک وکلی سختی کشید که تونست یه دندانپزشک معروف بشه وحتی تخصص ارتودنسی هم گرفت واوعضاشم عالیه
دخترعمم متخصص سونوگرافی 35 سالشه درسته این همه سال خوند ولی واقعا واقعا تو شهرمون درجه یکه، جایی نیس اسمشو نبرن، وضعشمم عالیییه
پدربزرگم جراح قلبه،  گفت از همون زمان ماهم میگفتن پزشکی فلانه فلان نیس، گفت اگه واقعا وجودشو داری وعلاقت داری برو پزشکی ادامش بده وقطعا اینده درخشانی داره ولی باید فقط وفقط تحمل کنی هرکیم گفت بده وفلان، اینو بهش بگو همه چی پول نیس، پول به مرور به دست میاد مهم اعتبار وجایگاه وادامای که باهاشون به منظره شغلت درارتباطی و..",True,1,1,1
413256585,غصه نخور خدا بزرگه..,False,1,1,1
390753009,چوب تو کو.ن خودشون و طرفداراشون,False,1,1,1
407455082,"وای خدا دارم تعجب میکنم مگه بدون شکر میشه 😐
چند نفر از کاربرام گفتن نمیزنن
وای خیلی ترشه
من شیرین دوست دارم",False,1,1,1
363179735,به قول یه خانمی خودشون سزارین می کنن از دکترش بگیر تا پرستارش بعد میان چنان معاینت می کنن از درد زایمان بدتر عذاب میکشی مثلا طرف دکتر بود با ناخن بلند یه مادریو معاینه طفلک از درد به خودش می پیچید رحم ندارن که,False,1,1,1
347670859,عزمزمه اول تحقیق کن ببین هر سال ۴ تا تک ماده هست یا فقد ۴ تا تک ماده برای برای ۳ سال اگه اینطوری بود برو امتحان بده,False,1,1,1
413950589,بیا قشنگم گذاشتم,False,1,1,1
399772744,خب همیشه اسم قشنکتری هست ، ولی وقتی میگید نه حداقل یکی بهتر پیشنهاد بدید ادم بدونه با چی مقایسه کردید,False,2,1,1
409591091,گفت زاویه اش به نفع دختره ولی فعلا به کسی نگو لباس هم نخر تا انومالی..بنظر خودت چیه؟,False,1,2,1
377508370,"شاید یسریا الان بیان توهین کنن
ولی علاوه بر اینکه روش علمیو جدی بگیری از امام رضا کمک بخواه توسل کن بهش دست رد ب سینت نمیزنه اگه به صلاحت باشه این بچه",False,1,1,1
413478401,سخت نگیر حالا.مواد غذایی کم بوده مقصر پسر خودشونه,False,1,1,1
334589798,"من ۱۳ هفته ام الان
بنظرم بعضی دکترا با آزمایشگاه ها همکاری میکنن برای اینکه مردمو سرکیسه کنن مینویسن
مال من آزمایشگاه دقیقا کنار مطبش بود گفت برو همینجا
منم دیگه بهش فکر نکردم سریع رفتم آزمایش دادم",False,2,2,1
397708369,دعا کن واسه منم مادربشم,False,1,2,2
thread_14118507_starter,"از دیروز یه کف دست نون خوردم همین .
هر چی خوردم به مردم نرسیده بالا آوردم
رفتم دکتر گفته باید بیای بستری بشه 😑😑😑😑
اصلا از حاملگي خوشم نیامد
بعضیا حامله میشن از روزای عادی هم حالشون بهتره
اونوقت من حسرت یه لیوان آب خنک یه هفته تو دلم مونده",True,8,3,6
413224095,وا عزیزم حرفی بدی نزد که,False,1,1,1
330425922,"واقعا خیلی برام جالبه
کسی که خودش دختره
بخاطر بچه اول هزار تا تاپیک بزنه
دیگه آلان باید بری انومالی عزیزم
اونجا بهت صد در صد میگه
انشالله دختر دار نشی ،چون بدونه چقدر مادرش هر روز تاپیک میزده افسردگی میگیره",False,1,1,1
thread_17990777_starter,"من خودم پسرم
چرا جای پسر و دختر عوض شده؟
چه از لحاظ جسمی چه از لحاظ روحی
قدیم ها پسرها هیکلی بودن ولی الان ریزه میزه و گوگولی
شدن
ولی دخترا نسبت به قبل قد بلند تر شدن
قدیم ها طرف دعا میکرد بچه اش پسر بشه بره کار کنه
الان همه میگن دختر بشه کار کنه
تو شرکت ما همه دخترن
پسرا میان کار میکنن فرار میکنن میرن
من پسر دیدم از سوسک میترسه
ولی دختر دیدم نترسیده
تو باشگاه های بدنسازی و رزمی همه خانومن
نصف راننده ها خانومن",True,2,1,1
355826080,غمت نباشه زود بلند میشه,False,1,1,1
346257194,راستی بیشتر از ۷ روز استفادش نکنی من که ۵ روز استفاده کردم,False,1,1,1
371566235,یکیم اون نمیگه ناز کن عزیزم باید خودت ناز کنی زیادی ن ک نخاد با بی خیالی با اینکه حتی فکرشم نکنی ک اون ازت چیزی نمیخاد الان دوران ویار هستی هر چیزی ک دلت میخاد بگو خودتو نزدیک کن تا خودش دلش بخاد نازتو بکشه هر دفعه هردم پیشش نباش بزار بگردت صدات کنه کجایی ویدیی کوتاه خنده دار میبینی نشونش بده بگو نگاه کن بخند اونم بخنده بگو پشتم درد داره مساژ میدی ولی زیاد نزدیکش نشو بزار دلش واست تنگ شه نگو داری سرد رفتار میکنی یه چند وقت اینجوری رفتار کن ببین چی میشخ,False,1,1,1
thread_17890635_starter,"از وقتی وارد ماه هشتم شدم یک سنگینی در روی مثانه و واژن احساس میکنم انگار یه وزنه بستن بهاون قسمت
چهارزانو که میشینم اصن بعدش نمیتونم بلند بشم از روی زمین
کشاله ران من قفل میکنه و درد میگیره تا بخوام بلند بشم
طبیعیه؟
ممکنه چرخیده باشه سرش به پایین؟
کیا اینطوری بودن
یوقت علائم چیزی نباشه
یه هفته دیگه میرم سونوگرافی الان ۳۵ هفته ام",True,5,6,1
388599899,"اره دقیقا منم کمتر از ۵۰درصد جفت کنده شده بود و هماتوم داشتم تازه مال من هماتوم دو طرفه بود یعنی از دوطرف جفت کنده شده بود
۸هفته تا۱۰هفته هرروز خونریزی داشتم که همون هماتوم بود دفع شد",False,2,2,1
thread_15284751_starter,بچه هفت ماهه منو روی بی احتیاطی ایشون صمدی از دست دادم بعداز هفت سال انتظار دستم خالی شد خیالمو راحت کرد گفت نیاز به سونو گرافی و داروی جدید نداری اما بچم بعد از چند هفته از بین رفت بهش گفتم نگران حال پسرم هستم گفت نگران نباش نمیبخشمش جون خودم و جون پسرم و در خطر انداخت خدا نگذره,True,9,4,9
356411726,"فولیک اسیدو اهن میخورم
تالاسمی مینور هستم
ادم عصبی هستم یه مقدار
و بله دارو ها مو مدت طولانی قطع کنم عصبی میشم",False,4,2,1
412056805,"بشوری خیلی بهتره اما خب همون روزی یبار چون پهلوهاش سرما میخوره
وقتی مجبور بودم حوله رو شوفاژ میزاشتیم گرم بشه ابم ولرم میشستیم زود حوله رم میپیچیدیم",False,1,1,1
346715950,"دستام باد کرده. الانم دراط کشیدم ولی رو واژنم فشار حس میکنم
یعنی ماه درد نیست؟ امروز عجیب غریب شده دردام",False,4,4,1
381596490,منم قدم بلنده . به نظرم مانتو کوتاه به ما نمیاد مانتو بلند شیک تر میشیم,False,1,1,1
413113495,"اره بهتر از بدبخت کردن یه بچه اس
بچه ای که اینده ای نداره، هرچقدر هم که بگی پولداریم و فلان
زمانی که سیستم اموزشی و اقتصاد و.... افتضاحه اون بچه چطوری مستقل شه چطور پیشرفت کنه؟",False,2,2,2
308244450,همش میگفتن چیزی نیست خوب میشه یا اینا مشکلی به وجود نمیاد چه میدونم اینجوری میشه همش تقصیر اونا بود خدا ازتو نگذره,False,7,2,5
thread_14268488_starter,سلام خانما وقتتون بخیر من با هزار سختی باردار شدم الان21هفته هستم تازه استرس سالم بودنش رو پشت سر گذاشتم میخواستم بدونم شما که تجربه دارید چیکار کنم برای نی نی قرآن خواندن تاثیر داره؟چیا بخورم وزن بگیره؟یا اگه چیزی میدونید راهنماییم کنید ممنون میشم,True,5,4,1
334551247,"همون موقع آن تی
اتفاقا یه دکتر گفت سرکلاژ کن کلی هم بهم استرس داد
رفتم پیش دکتر دیگه گفت نه لازم نیست
بعضی دکترا فقط استرس میدن",False,3,2,1
333816248,کاش بیاد از خدامه خیلی خودخواه اصلا منو درک نمیکنه  همیشه بین مون مشکلی بود به مادر شوهرم کوچولو چیزی میگفتم میگفت میشه طلاق بگیری میشه نخوری میشه نپوشی خسته شدم تا کی باید عذاب بکشم,False,8,5,8
370926246,"اونقدرا نسبت به کره ای ها اعتماد دارین که اونام تا میخوان یکیو بدست بیارن میان سمت ایرانی ها
بابا بخدا من واسه خودم نمیگم واسه خودتون میگم
طرف خیر سرش از طریق پسره رفته کره اقامت بگیره و ازدواج کنه و به دنبال علاقه اش بره سمت مدلینگ
بابت وارد شدن به صنعت مدلینگ تن به تجاوز هزار کمپانی داده
برای اقامت همخواب و همخونه همون پسر شده و اونم نصف شب دختره رو بدون وسیله هاش از خونه میندازه بیرون و دِ برو که رفتیم
مگه دلشون واسه ماها میسوزه که میخوان به ما خوبی کنن؟",False,1,1,1
391511277,به دکترت نشون دادی جوابو؟,False,1,2,1
345234251,"دوست بابام اومده خونمون میگه ماشالله پسرتون چقدر بزرگ شده…چند سالشه؟
بابامم میگه نمیدونم خیلی وقته داریمش !!
منو میگفـت😢
میفهمـی؟؟؟!
خیلی وقته دارنم😐
ادم تو زندگیش…
همه چی رو راحت از دست میده
جز چربی دور شکم…
خاک بر سر خیلی وفاداره😂😂
دوران راهنمايي يه معلم داشتيم ميگفت
كسي كه مشروب بنوشه موجب قهر خدا در  اين دنيا و آن دنيا میشود
ديروز تو عروسي ديدمش
بدون مزه داشت مشروب ميخورد
فك كنم با خدا كات كرده كلا
پیدا کردن فرند همستر از پیدا کردن ضامن بانک سخت تر شده
مردی پس از طلاق گرفتن از
همسر خود با او تماس گرفت !
و گفت : خانم ببخشید اشتباه کردم
لطفا مرا ببخش و به خانه برگرد !
زن در جواب گفت :
آیا در کنارت یک لیوان داری ؟
مرد گفت: بله دارم !
زن گفت : اکنون آن را محکم بر زمین بکوب
مرد چنان کرد که زن گفته بود
سپس زن گفت : حالا که دیدی آن لیوان
شکسته و هزار تکه شده ، آیا میتوانی
تکه هایش را جمع کنی و دوباره بسازی ؟!
مرد در پاسخ گفت: نه  نشكسته !
آخه ليوان استیل بود !
و زن پاسخ داد :
عالی بود پس عصر بیا دنبالم 😂😂😂
یادش بخیر من یه بار دوم راهنمایی کاندید شورای دانش آموزی شدم بیشتر از پورمحمدی رای آوردم
انقدر بدم‌میاد تا بیتربیتی میکنم خانوادم‌میگن ما اینارو یادت دادیم؟
نخیر، همشو با تلاش و زحمت خودم یاد گرفتم
نگو کسخل
بگو ناحیه شرمگاهی شما رفتار پریشان‌گونه‌ای دارد
بدبخت ترین مؤمن کسی است که:
هنگام ورود به بهشت ببیند زنش هم آنجاست!
ینی حوری بازی تعطیل😂",False,1,1,1
372315285,صبح دکترم بودم آخه سزارین بوده زایمان اولم مگه میشه دردم بگیره تا ۳۸هفته؟,False,2,3,1
300400566,"عزیزم فقط سعی کن بهش فکر نکنی و استرس نداشته باشی
هر چقدر بیخیال تر باشی بهتر نتیجه میگیری",False,1,1,1
thread_17549852_starter,خیلی بیحالم خیلی شدید فشارم پایینه هر چی میخورم سر دلم میمونه بالا میارم از بچه بیزار شدم😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,True,8,3,8
thread_16157985_starter,من باردارم tsh ام نرمال بود حالا خواستم قند چک کنم تو هفته 3۴بارداری قند چهارمرحله ای چک کردم . گفتم دکتر tshهم بنویسه الان عددش بالاست مگه میشه شده 5.5 . خیلی استرس دارم حالم بده امروز هم جمعه .دیروز آزمایش دادم جواب اورژانسی گرفتم عصر جواب اومد اصلا از خواب و خوراک افتادم . سی روز دیگه زایمانمه,True,9,10,6
311820651,"شما بارداری ؟‌
کمبود وزن داری؟
پودر لیدی میل بخور",False,1,1,1
408880981,ویارم از شش هفته شروع شد سوزش معده شدید بالا آوردن زیاد از بوی شوهرم بدم نیومد و حالم بهم میخورد و زمانیکه انقد بالا میاوردم از شدت تشنگی نمیتونستم آب بخورم اونوقت میرفتم سرم میزدم هفته ای یک بار سرم,False,3,2,1
thread_12626461_ماه_تاریک_1402/09/24 20:13,چقدر سخته ولی بهش فرصت حرف زدن بدین که دلایلشو بگه,False,1,1,1
thread_18141943_starter,به خاطر مادرشوهرم که بهش احترام نمیزارم شوهرم وقتی مجرد بود دختر داییش دوس داشت اما اون ازدواج کرد و این افسرده شد بعد مادرشوهرم منو دید تو خیابون مات چهره خوشگلم شد و انقد اصرار کرد من قبول کردم وقتی فهمیدم شوهرم دختر داییش دوس داشته شروع کردم لج کردن و بی احترامی به کل خانوادش اونم میخواد طلاقم بده وای من  خیلی غرور دارم و خوشگلم بهتر که طلاقم میده بذار دخترای فامیل حسودیمو کنند چون دخترای حسود فامیل فکر میکنند اکه من طلاق بگیرم خاطر خواهان زیادی برای ازدواج بعدیم پیدا خواهد شد🥰,True,4,2,2
379885212,آره عزیزم الان پسرم ۴ ماهشه ۳۶ هفته بدنیا اومد اورژانسی سزارین شدم اصلا شیر نداشتم وضعیتم جسمانی افتضاح بود پودر شیر افزا خوردم شیرم باز شد همه بهم میگفتن شیرخشک بده ولی تسلیم نشدم با اینکه تنها بودم و کمکی نداشتم پسرم با وزن کم بود طوری یک ماهی از وزن تولدش ۶۰۰ گرم هم کمتر شده بود ولی الان طوری اضاف کرده ماشالله دکتر گفت مگه در کنار شیرت شیر خشک میدی گفتم نه اصلا شیر خشک ندادم گفت عالی اضافه کرده,False,5,2,2
397891511,ژنتیکه ربطی به واکسن و ویتامین نداره ولی خب هوای الوده و خوراک شیمیایی و اعصاب خراب و استرس و..تاثیر داره دیگه روی ژنها,False,1,1,1
366364278,بزار روزش که برسه زار زار تو مراسم عقدت گریه میکنه مادر منم بود,False,1,1,1
410281046,"هزینه تخمک کشی جداس حدودا ۲۳ ملیون
انتقال حدودای۱۵ ملیون
دارو ها جدا و ویزیت و آزمایش و سونوگرافی ها هم که جدا",False,1,1,1
404332023,"سلام عزیزم چرا میخای پساری بذاری؟طول سرویکس چند بودمگه؟؟
دکترمن میگفت اصلاااااا هیچ دردی نداره،یک دقیقه هم طول میکشه فقط",False,1,1,1
thread_15111010_starter,"خانما من یک هفته دیگه وارد ماه ۹ میشم
حس میکنم از زمانی باردار شدم همسرم از احاظ جنسی بهم سردتر شده
قبل از بارداری یک شب در میون نزدیکی لثد ، اما الان دو هفته ای یکبار ، ده روزی یکبار اونم شاید …😔
من خب توی دوران بارداری میل جنسیم بیشتر شده
میاد توی تخت دو دقیقه نشده خواب میره
علتش چیه
کسی تجربه داره؟؟
چکار کنم
ایا درست میشه نمیشه!!",True,6,6,4
383065239,"خانمها بنظرم لیلا حاتمی والناز شاکردوست
اقایون هم زیادن مثلا یکیش شهاب حسینی همین اقای اصلانی،",False,1,1,1
thread_8081945_mj1371_1400/11/14 21:57,تو رو خدا واسه منم بخواه,False,1,2,1
332206682,والله خانواده برا دکور نیست هان برا حمایت تو روزهای سخته هی میان میگن تاوان بارداری تو. را کی قراره بده مادری که عاطفه نداره مسولیت حالیش نیست بچه پس، می‌اندازه وولش میکنه تو خیابون زورش، میاد ازبچه اش حمایت کنه وقتی میبینه خودخواه نمیتونه به بچه عشق بده بیجا میکنه بچه دار میشه جلو گیری میکنه هزاربار با مادر بیرحمم گفتم دختر دوست نداشتی منو زنده به گور کرده بودی بهتر بود تا به این زندگی لجن محکوم بشم بخدا مادر دخترا را می‌بینم با هم خوبن مثل بچه ها اشکم درمیاد مادر اونقد بی عاطفه که بخاطز مال دنیا بچه اش دربه در شه عذاب بکشه خوار خفیف شه آخه اونایی که عاطفه مادری ندارن خواهشا بچه دار نشین که فردا نتونی بخاطر بچه ات از دوتا تیکه النگو بگذری غریبه ها برا آدم هزار کار میکنن مادر آدم زورش، میاد بچه نیارین وقتی قلب نداری کی میگه بچه دار شی وقتی فداکاری نداری برا بچه ات من هرروز مادرم را نفرین میکنم حلالش نمیکنم که منو به این حال روز انداحت یه ریال ارث بم نداد همه را داد پسر افعی اش خودش هم به فلاکت افتاد,False,9,5,10
thread_8506003_توسکا95_1401/01/30 02:06,"اوایل باراریم مصادف بود با مرگ مادرش همش دور و بر خونوادش بود یا شهر دور
دائمنم میگفت برو بچه رو بنداز نمیخامش
الان همش فکر میکنم از گلوی من و بچم  در میاره میخاد بزارهتوی حلق خانوادش
اصلا دلم باهاش صاف نمیشه
دائمن فکر میکنم به کارهاش
از درون غمگینم و میترسم بچم چیزیش شه",False,8,8,8
268352156,منم ۱۲هفته و ۵روزم بود رفتم ان تی گفتن احتمال ۹۰ درصد دختره بنظرتون ممکنه برامنو اشتباه گفته باشه و پسر باشه اخه حسم میگ پسره حالمو ویارمم بادخترم کلا فرق میکنه,False,1,3,1
366106309,"ببین من هفته ۵ ساک حاملگی رو ندید نترس
خارج رحمی دردش مثل درد عود کردن آپاندیس وحشتناکه",False,1,1,1
392737375,نه هنوز گفتم اگر این ماه نگرفت میرم,False,1,1,1
thread_14860585_starter,بیدار شدم لباس زیرم خیس خالی بود حالا نمیدونم چیکار کنم😭,True,7,8,3
409868178,الان حامله ای و همچین افکاری نسبت به خودت داری 🤦🏻♀️🤦🏻♀️🤦🏻♀️,False,1,1,1
313544736,"بله دقیقا ی ادم بی سواد
چهار ماه رفته دوره دیده
دو تا کتاب ایا خونده .
داره پول میگره این کارو میکنه
اون که شما میگین پروانه طبابت داره
حالا هر کجا
میتونه از علم و دانشش استفاه کنه",False,1,1,1
411965819,هیشکی نمیفهمه ما چی میگیم هیشکی هیشکی بجز کسی که داغ مادر دیده مامانی امروز بلند صدات زدم زار زدم تو که طاقت یک قطره اشکمو نداشتی کجاییییی😭😭😭😭😭,False,8,4,10
299804894,عزیزم هر کسی نظری داره ولی مهم اینه تو ابراز نظر غرض ورزی و بی احترامی نشه ،هر کی شان خودشو میرسونه من البته صحبتای ایشونو ندیدم ولی توصیه به صبر میکنم،خب یکی دلش میخواد بگه چه اشکالی داره ولی مسول نگفتن مردم نیست دیگه،به نظرم هیچعروسی نیست که نخواد خونواده شوهرش بارداریشو ندونن مگه اینکه بدونه دونستن ندونستنشون فرقی نمیکنه یا اینکه بدونه ممکنه اذیتش کنن وگرنه همه میگن,False,1,1,1
353835047,"اره دقیقا تایم بارداریم درسته یکم سخت بود ولی یهترین روزای زندگیم بود🥺
منم.حس میکنم یه خواب شیرین بوده ک زود تموم شده🥺🖤",False,2,1,4
343583522,"میدونم
خیلی وقته که میدونم💔
بنظر شما یه مرد چرا باید از یه طرف حمایتهای خانمشو داشته باشه وزندگیش از این رو به اون روبشه وراضی
از طرف دیگه اینجور عذابش بده سر درس وپیشرفتش؟؟",False,6,3,5
thread_8549554_starter,"گفتم که شوهرم ۴ ماهه اعتیاد داره به حشیش
گفتم نمیاد کلینیک گفت ما یه ماده ای میدیم میریزی تو آبمیوش بعد حالت گیجی پیدا میکنه بعد مثلا زنگ میزنی آمبولانس میان میبرنش
من نمیدونم چکارکنم باید واسه این کار به برادرش خبر بدم گفتن باید باشه
خودش میخواد ترک کنه اما وقت خواسته تازه هیچ وقتم کمپ نمیاد که کسی نفهمه خودش تو خونه میخواد ترک کنه که نمیشه اما این ماده مغزشو داغون میکنه باید الان اقدام کنه
نمیدونم چه غلطی کنم 😔😔😔",True,8,7,4
412532227,"آها
چندی مگه ،مردا قد کوتاه دوست دارن که..",False,1,1,1
380865388,نه عدد ها آزمایش آن تی,False,1,1,1
